task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/homes/las_vegas_ppsqft_max/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV with a price per square foot up to $200."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/?pp-max=200""]]}",real,homes,realestate,las_vegas_ppsqft_max,null,null,null,validation,null
navi_bench/homes/las_vegas_3bed_2bath_exact/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV with exactly 3 bedrooms and exactly 2 bathrooms."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/3-bedroom/?bath-min=2&bath-max=2""]]}",real,homes,realestate,las_vegas_3bed_2bath_exact,null,null,null,validation,null
navi_bench/homes/las_vegas_lot_size_acres/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV with a lot size of at least 0.5 acres."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/?ls-min=0050""]]}",real,homes,realestate,las_vegas_lot_size_acres,null,null,null,validation,null
navi_bench/homes/las_vegas_laundry_pet/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV with in-unit laundry and pet-friendly units."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/?am=32,31&ssit=Homes%20for%20sale%20in%20Las%20Vegas,%20NV%20with%20in-unit%20laundry%20and%20pet-friendly%20units.""]]}",real,homes,realestate,las_vegas_laundry_pet,null,null,null,validation,null
navi_bench/homes/las_vegas_beds_sqft_price/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV with 3 to 5 bedrooms, priced up to $800,000, and having a minimum area of 3,000 square feet."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/3-to-5-bedroom/?sfmin=3000&price-max=800000&ssit=For%20sale%20in%20Las%20Vegas,%20NV,%20homes%20with%203%20to%205%20bedrooms,%20priced%20up%20to%20$800,000,%20and%20with%20a%20minimum%20of%203,000%20square%20feet.""]]}",real,homes,realestate,las_vegas_beds_sqft_price,null,null,null,validation,null
navi_bench/homes/las_vegas_2bed_price/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV with exactly 2 bedrooms and a maximum price of $450,000."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/2-bedroom/?price-max=450000&ssit=Las%20Vegas,%20NV""]]}",real,homes,realestate,las_vegas_2bed_price,null,null,null,validation,null
navi_bench/homes/las_vegas_year_built/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Las Vegas, NV built after 2022."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/?yb-min=2022&ssit=Las%20Vegas,%20NV""]]}",real,homes,realestate,las_vegas_year_built,null,null,null,validation,null
navi_bench/homes/las_vegas_property_types_beds/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find single-family homes, townhouses, and condos for sale in Las Vegas, NV with exactly 3 bedrooms."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/3-bedroom/?property_type=1,2,4&ssit=Homes%20for%20sale%20in%20Las%20Vegas,%20NV%20featuring%20single-family%20homes,%20townhouses,%20and%20condos%20with%20at%20least%203%20bedrooms.""]]}",real,homes,realestate,las_vegas_property_types_beds,null,null,null,validation,null
navi_bench/homes/new_homes_map_sqft_beds/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new homes for sale in Las Vegas, NV area with 1 to 3 bedrooms and having area between 1,000 to 1,250 square feet."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/las-vegas-nv/?sfmin=1000&sfmax=1250&bed-min=1&bed-max=3&ssit=New%20homes%20in%20Las%20Vegas,%20NV%20with%201%20to%203%20bedrooms%20and%20floor%20areas%20between%201,000%20to%201,250%20square%20feet.""]]}",real,homes,realestate,new_homes_map_sqft_beds,null,null,null,validation,null
navi_bench/homes/new_homes_map_amenities/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new homes for sale in Las Vegas, NV area with a dishwasher and a main floor bedroom."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/las-vegas-nv/?am=36,75&ssit=New%20homes%20in%20Las%20Vegas,%20NV%20with%20dishwasher%20and%20main%20floor%20bedroom.""]]}",real,homes,realestate,new_homes_map_amenities,null,null,null,validation,null
navi_bench/homes/new_homes_map_mobile/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new mobile homes for sale in Las Vegas, NV area."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/las-vegas-nv/?property_type=64&ssit=New%20homes%20in%20Las%20Vegas,%20NV%20that%20are%20mobile%20homes.""]]}",real,homes,realestate,new_homes_map_mobile,null,null,null,validation,null
navi_bench/homes/new_homes_map_property_parking/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new single-family homes and co-ops for sale in the Las Vegas, NV area with at least 2 parking spaces."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/las-vegas-nv/?property_type=1,256&parking=2&nhs=3&ssit=New%20homes%20in%20Las%20Vegas,%20NV%20that%20are%20single-family%20homes%20or%20co-ops,%20have%20at%20least%202%20parking%20spaces,%20and%20are%20for%20sale.""]]}",real,homes,realestate,new_homes_map_property_parking,null,null,null,validation,null
navi_bench/homes/new_homes_map_status/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new homes for sale in Las Vegas, NV."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/las-vegas-nv/?nhs=3&ssit=New%20homes%20in%20Las%20Vegas,%20NV%20that%20are%20for%20sale.""]]}",real,homes,realestate,new_homes_map_status,null,null,null,validation,null
navi_bench/homes/las_vegas_sold_complex_filters/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Las Vegas, NV with 3 bedrooms, exactly 2 bathrooms, at least 2 parking spaces and sold prices between $200,000 and $750,000."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/sold/3-bedroom/?bath-min=2&bath-max=2&parking=2&price-min=200000&price-max=750000&ssit=Homes%20sold%20in%20Las%20Vegas,%20NV%20with%20at%20least%202%20parking%20spaces,%203%20bedrooms,%202%20bathrooms,%20and%20prices%20between%20$200K%20and%20$750K.""]]}",real,homes,realestate,las_vegas_sold_complex_filters,null,null,null,validation,null
navi_bench/homes/las_vegas_sold_studio/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold studio homes (no bedrooms) in Las Vegas, NV."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/sold/studio/?ssit=Homes%20sold%20in%20Las%20Vegas,%20NV.""]]}",real,homes,realestate,las_vegas_sold_studio,null,null,null,validation,null
navi_bench/homes/las_vegas_sold_acreage/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold land/lots in Las Vegas, NV having lot size of at least 1 acre."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/sold/acreage/?property_type=32&ssit=Homes%20sold%20in%20Las%20Vegas,%20NV,%20with%20lots%20of%20at%20least%201%20acre.""]]}",real,homes,realestate,las_vegas_sold_acreage,null,null,null,validation,null
navi_bench/homes/las_vegas_sold_multifamily_coop/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold multi-family homes and co-ops in Las Vegas, NV."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/sold/?property_type=16,256&ssit=Homes%20sold%20in%20Las%20Vegas,%20NV,%20including%20multi-family%20and%20co-op%20properties.""]]}",real,homes,realestate,las_vegas_sold_multifamily_coop,null,null,null,validation,null
navi_bench/homes/las_vegas_sold_ppsqft/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Las Vegas, NV with a price per square foot up to $145."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/sold/?pp-max=145&ssit=Homes%20sold%20in%20Las%20Vegas,%20NV%20with%20price%20per%20square%20foot%20up%20to%20$145.""]]}",real,homes,realestate,las_vegas_sold_ppsqft,null,null,null,validation,null
navi_bench/homes/las_vegas_all_inventory_sqft/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find all types of properties for sale in Las Vegas, NV having area between 1,500 to 2,000 square feet."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/las-vegas-nv/all-inventory/?sfmin=1500&sfmax=2000&ssit=Homes%20for%20sale%20in%20Las%20Vegas,%20NV%20with%20square%20footage%20between%201,500%20and%202,000%20square%20feet.""]]}",real,homes,realestate,las_vegas_all_inventory_sqft,null,null,null,validation,null
navi_bench/homes/las_vegas_new_homes_4bed/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new homes for sale in Las Vegas, NV with exactly 4 bedrooms."", ""location"": ""Las Vegas, NV, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/las-vegas-nv/?bed-min=4&bed-max=4&ssit=New%20homes%20in%20Las%20Vegas,%20NV%20with%20at%20least%204%20bedrooms.""]]}",real,homes,realestate,las_vegas_new_homes_4bed,null,null,null,validation,null
navi_bench/homes/dc_beds_range/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Washington, DC with 2 to 5 bedrooms."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/2-to-5-bedroom/?ssit=Homes%20for%20sale%20in%20Washington,%20DC%20with%202%20to%205%20bedrooms.""]]}",real,homes,realestate,dc_beds_range,null,null,null,validation,null
navi_bench/homes/dc_1bed_1bath/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Washington, DC with exactly 1 bedroom and exactly 1 bathroom."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/1-bedroom/?bath-min=1&bath-max=1&ssit=Homes%20for%20sale%20in%20Washington,%20DC%20with%201%20bathroom%20and%201%20to%205%20bedrooms.""]]}",real,homes,realestate,dc_1bed_1bath,null,null,null,validation,null
navi_bench/homes/dc_rent_price_range/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for rent in Washington, DC with prices from $1,400 to $1,900."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/homes-for-rent/?price-min=1400&price-max=1900&ssit=Homes%20for%20rent%20in%20Washington,%20DC%20with%20prices%20from%20$1,400%20to%20$1,900.""]]}",real,homes,realestate,dc_rent_price_range,null,null,null,validation,null
navi_bench/homes/dc_rent_sqft_range/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for rent in Washington, DC with floor areas from 1,000 to 1,500 square feet."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/homes-for-rent/?sfmin=1000&sfmax=1500&ssit=Rent%20homes%20in%20Washington,%20DC%20with%20floor%20areas%20from%201,000%20to%201,500%20square%20feet.""]]}",real,homes,realestate,dc_rent_sqft_range,null,null,null,validation,null
navi_bench/homes/dc_rent_basement/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for rent in Washington, DC that have a basement."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/homes-for-rent/basement/?ssit=Rent%20homes%20in%20Washington,%20DC%20that%20have%20a%20basement.""]]}",real,homes,realestate,dc_rent_basement,null,null,null,validation,null
navi_bench/homes/dc_new_single_family_stories/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find new single-family homes for sale in Washington, DC with at least 2 floors."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/new-homes/for-sale/washington-dc/?property_type=1&st-min=2&ssit=New%20homes%20in%20Washington,%20DC%20that%20are%20single-family%20homes%20with%20at%20least%202%20floors.""]]}",real,homes,realestate,dc_new_single_family_stories,null,null,null,validation,null
navi_bench/homes/dc_sold_price_lot/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Washington, DC with price starting at $450,000 and having lot size of at least 5,000 square feet."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/sold/?ls-min=5000sf&price-min=450000&ssit=Homes%20sold%20in%20Washington,%20DC%20with%20a%20price%20starting%20at%20$450,000%20and%20lots%20of%20at%20least%205,000%20square%20feet.""]]}",real,homes,realestate,dc_sold_price_lot,null,null,null,validation,null
navi_bench/homes/dc_sold_price_baths/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Washington, DC with a price between $300,000 and $750,000 and exactly 2 bathrooms."", ""location"": ""Washington, DC, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/washington-dc/sold/?bath-min=2&bath-max=2&price-min=300000&price-max=750000&ssit=Homes%20sold%20in%20Washington,%20DC%20with%20a%20price%20between%20$300,000%20and%20$750,000%20and%20at%20least%202%20bathrooms.""]]}",real,homes,realestate,dc_sold_price_baths,null,null,null,validation,null
navi_bench/homes/texas_city_garage/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Texas City, TX with garage parking."", ""location"": ""Texas City, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.homes.com/texas-city-tx/garage/?ssit=Homes%20for%20sale%20in%20Texas%20City,%20TX,%20including%20properties%20with%20a%20garage.""]]}",real,homes,realestate,texas_city_garage,null,null,null,validation,null
navi_bench/homes/texas_city_beds_year/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Texas City, TX with 1 to 5 bedrooms and built after 2020."", ""location"": ""Texas City, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.homes.com/texas-city-tx/1-to-5-bedroom/?yb-min=2020&ssit=Homes%20for%20sale%20in%20Texas%20City,%20TX%20with%201%20to%205%20bedrooms%20and%20built%20after%202020.""]]}",real,homes,realestate,texas_city_beds_year,null,null,null,validation,null
navi_bench/homes/texas_city_parking/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for sale in Texas City, TX with at least 2 parking spaces."", ""location"": ""Texas City, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.homes.com/texas-city-tx/?parking=2&ssit=Homes%20for%20sale%20in%20Texas%20City,%20TX%20with%20at%20least%202%20parking%20spaces.""]]}",real,homes,realestate,texas_city_parking,null,null,null,validation,null
navi_bench/homes/texas_city_rent_price_range/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find homes for rent in Texas City, TX priced between $800 and $1,000."", ""location"": ""Texas City, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.homes.com/texas-city-tx/homes-for-rent/under-1000/?price-min=800&ssit=Homes%20for%20rent%20in%20Texas%20City,%20TX%20priced%20between%20$800%20and%20$1,000.""]]}",real,homes,realestate,texas_city_rent_price_range,null,null,null,validation,null
navi_bench/homes/manhattan_sold_condos_price/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold condos in Manhattan, NY priced between $350,000 and $900,000."", ""location"": ""Manhattan, NY, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/manhattan-ny/sold/?property_type=4&price-min=350000&price-max=900000&ssit=Homes%20sold%20in%20Manhattan,%20NY,%20including%20condos%20priced%20between%20$350K%20and%20$900K.""]]}",real,homes,realestate,manhattan_sold_condos_price,null,null,null,validation,null
navi_bench/homes/manhattan_sold_baths_range/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Manhattan, NY with 2 to 5 bedrooms."", ""location"": ""Manhattan, NY, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/manhattan-ny/sold/?bath-min=2&bath-max=5&ssit=Homes%20sold%20in%20Manhattan,%20NY%20with%20at%20least%202%20to%205%20bathrooms.""]]}",real,homes,realestate,manhattan_sold_baths_range,null,null,null,validation,null
navi_bench/homes/manhattan_sold_year_future/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Manhattan, NY built after 2025."", ""location"": ""Manhattan, NY, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/manhattan-ny/sold/?yb-min=2025&ssit=Homes%20sold%20in%20Manhattan,%20NY%20built%20after%202025.""]]}",real,homes,realestate,manhattan_sold_year_future,null,null,null,validation,null
navi_bench/homes/manhattan_sold_storage/0,"{""_target_"": ""navi_bench.homes.homes_url_match.generate_task_config"", ""url"": ""https://www.homes.com/"", ""task"": ""Find sold homes in Manhattan, NY with storage facility."", ""location"": ""Manhattan, NY, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.homes.com/manhattan-ny/sold/?am=35&ssit=Homes%20sold%20in%20Manhattan,%20NY%20with%20storage.""]]}",real,homes,realestate,manhattan_sold_storage,null,null,null,validation,null
